a_1;i_1;a_2;i_2;a_3;i_3;a_4;i_4;a_5;i_5;a_6;i_6;a_7;i_7;a_8;i_8;a_9;i_9;a_10;i_10;a_11;i_11
4.014;0.1;1.798;0;3.526;0.1;3.229;0.1;3.159;0.1;2.688;0;3.56;0.3;3.63;0.4;2.705;0.2;2.932;0.2;2.356;0.1
4.014;0.1;1.798;0;3.526;0;3.229;0.1;3.176;0.1;2.688;0.1;3.578;0.3;3.648;0.4;2.705;0.1;2.95;0.2;2.356;0.2
4.014;0.1;1.798;0;3.526;0;3.229;0.1;3.176;0.1;2.705;0;3.578;0.3;3.648;0.3;2.705;0.1;2.95;0.2;2.356;0.2
4.014;0.1;1.798;0;3.526;0;3.229;0.1;3.176;0.1;2.705;0.1;3.578;0.3;3.665;0.4;2.723;0.1;2.95;0.2;2.356;0.2
4.032;0.1;1.815;0;3.543;0.1;3.246;0;3.194;0.1;2.705;0;3.578;0.3;3.665;0.4;2.723;0.1;2.967;0.2;2.356;0.2
4.032;0.1;1.815;0;3.543;0.1;3.246;0.1;3.194;0.1;2.723;0.1;3.578;0.4;3.665;0.4;2.723;0.2;2.967;0.2;2.356;0.2
4.032;0.2;1.815;-0.1;3.543;0.1;3.246;0.1;3.194;0.1;2.723;0.1;3.578;0.3;3.665;0.4;2.723;0.2;2.967;0.2;2.356;0.2
4.049;0.1;1.815;0;3.543;0.1;3.246;0.1;3.194;0.1;2.723;0.1;3.595;0.3;3.665;0.3;2.723;0.1;2.967;0.2;2.356;0.2
4.049;0.1;1.833;0;3.543;0.1;3.246;0.1;3.194;0.1;2.723;0;3.595;0.3;3.683;0.4;2.723;0.1;2.985;0.2;2.374;0.1
4.049;0.1;1.833;0;3.543;0.1;3.246;0.1;3.211;0;2.723;0;3.595;0.3;3.683;0.4;2.74;0.1;2.985;0.2;2.374;0.2
4.067;0.1;1.833;0;3.543;0.1;3.246;0;3.211;0.1;2.74;0.1;3.595;0.4;3.683;0.3;2.74;0.2;3.002;0.1;2.374;0.1
4.067;0.1;1.833;0;3.56;0.1;3.264;0.1;3.211;0.1;2.74;0;3.595;0.3;3.683;0.4;2.74;0.2;3.002;0.2;2.374;0.2
4.067;0.1;1.833;0;3.56;0;3.264;0.1;3.211;0.1;2.74;0.1;3.613;0.3;3.683;0.2;2.74;0.2;3.019;0.2;2.374;0.1
4.067;0.1;1.833;0;3.56;0;3.264;0.1;3.229;0.1;2.758;0.1;3.613;0.3;3.7;0.4;2.74;0.1;3.019;0.2;2.374;0.1
4.084;0.1;1.85;0;3.56;0.1;3.264;0.1;3.229;0.1;2.758;0.1;3.613;0.3;3.7;0.4;2.74;0.1;3.019;0.2;2.391;0.1
4.084;0.1;1.85;0;3.56;0.1;3.264;0.2;3.229;0;2.758;0.1;3.613;0.3;3.7;0.3;2.74;0.2;3.019;0.2;2.391;0.1
4.084;0.1;1.85;0;3.578;0.1;3.264;0.1;3.229;0.1;2.758;0.1;3.613;0.3;3.718;0.4;2.758;0.1;3.037;0.2;2.391;0.2
4.102;0.1;1.85;0;3.578;0.1;3.281;0.1;3.246;0.1;2.775;0.1;3.613;0.3;3.718;0.3;2.758;0.2;3.037;0.2;2.391;0.2
4.102;0.1;1.85;0;3.578;0.1;3.281;0.1;3.246;0.1;2.775;0.1;3.63;0.3;3.718;0.4;2.758;0.2;3.037;0.2;2.391;0.2
4.102;0.2;1.85;0;3.578;0;3.281;0.1;3.246;0.1;2.775;0.1;3.63;0.3;3.735;0.4;2.758;0.1;3.037;0.2;2.391;0.2
4.119;0.1;1.85;0;3.578;0;3.281;0.1;3.246;0.1;2.775;0.1;3.63;0.3;3.735;0.4;2.758;0.2;3.037;0.2;2.409;0.2
4.119;0.1;1.85;0;3.595;0;3.281;0.1;3.246;0.1;2.793;0.1;3.63;0.4;3.752;0.4;2.758;0.1;3.054;0.3;2.409;0.2
4.119;0.1;1.868;0;3.595;0.1;3.281;0.1;3.264;0.1;2.793;0.1;3.63;0.3;3.752;0.3;2.758;0.2;3.054;0.2;2.409;0.2
4.136;0.1;1.868;0;3.595;0.1;3.281;0.1;3.264;0.1;2.793;0.1;3.63;0.3;3.77;0.4;2.775;0.2;3.054;0.2;2.409;0.2
4.136;0.2;1.868;0;3.595;0.1;3.281;0.1;3.264;0.1;2.81;0;3.63;0.4;3.77;0.4;2.775;0.1;3.054;0.2;2.409;0.2
4.154;0.1;1.868;0;3.613;0.1;3.281;0.1;3.281;0.1;2.81;0.1;3.648;0.4;3.77;0.4;2.775;0.2;3.072;0.2;2.426;0.2
4.154;0.1;1.868;0;3.613;0;3.281;0.1;3.281;0.1;2.81;0;3.648;0.3;3.787;0.4;2.775;0.2;3.072;0.3;2.426;0.2
4.171;0.1;1.868;0;3.613;0;3.281;0.1;3.281;0.1;2.827;0.1;3.648;0.3;3.787;0.4;2.775;0.2;3.072;0.3;2.426;0.2
4.171;0.1;1.868;0;3.63;0.1;3.281;0.2;3.299;0.1;2.827;0;3.648;0.3;3.787;0.4;2.775;0.1;3.089;0.3;2.426;0.2
4.189;0.1;1.885;0;3.63;0.1;3.281;0.1;3.299;0.1;2.827;0.1;3.648;0.3;3.805;0.4;2.775;0.1;3.089;0.2;2.426;0.2
4.189;0.1;1.885;0;3.63;0.1;3.299;0.1;3.299;0.1;2.827;0.1;3.648;0.4;3.805;0.4;2.775;0.2;3.089;0.2;2.443;0.1
4.189;0.1;1.885;0;3.63;0.1;3.299;0.1;3.316;0.1;2.845;0.1;3.648;0.3;3.805;0.4;2.793;0.2;3.107;0.2;2.443;0.2
4.206;0.1;1.885;0;3.648;0.1;3.299;0.1;3.316;0.1;2.845;0.1;3.648;0.4;3.822;0.3;2.793;0.2;3.107;0.2;2.443;0.2
4.224;0.1;1.885;0;3.648;0.1;3.299;0.1;3.316;0.1;2.845;0.1;3.648;0.3;3.822;0.4;2.793;0.2;3.124;0.3;2.443;0.2
4.224;0.2;1.902;0;3.648;0;3.299;0.1;3.334;0.1;2.845;0.1;3.648;0.3;3.84;0.4;2.793;0.1;3.124;0.2;2.461;0.2
4.241;0.2;1.902;0;3.665;0.1;3.299;0.1;3.334;0.1;2.845;0.1;3.665;0.4;3.84;0.4;2.793;0.2;3.142;0.3;2.461;0.2
4.241;0.2;1.902;0;3.665;0.1;3.299;0.1;3.334;0.1;2.862;0.1;3.665;0.3;3.84;0.4;2.793;0.1;3.142;0.3;2.461;0.2
4.259;0.2;1.902;0;3.665;0.1;3.299;0.1;3.351;0.1;2.862;0.1;3.665;0.4;3.857;0.4;2.793;0.2;3.159;0.3;2.461;0.2
4.259;0.2;1.92;0;3.665;0.1;3.316;0.1;3.351;0.1;2.862;0.1;3.665;0.3;3.857;0.4;2.793;0.2;3.159;0.3;2.461;0.2
4.259;0.2;1.92;0;3.683;0.1;3.316;0.1;3.368;0.1;2.862;0.1;3.665;0.3;3.875;0.4;2.793;0.1;3.176;0.3;2.461;0.2
4.276;0.2;1.92;0;3.683;0;3.316;0.1;3.368;0.2;2.88;0.1;3.665;0.3;3.875;0.4;2.793;0.2;3.176;0.2;2.461;0.2
4.276;0.2;1.937;0;3.683;0.1;3.316;0.1;3.368;0.1;2.88;0;3.665;0.4;3.875;0.4;2.81;0.2;3.194;0.3;2.478;0.2
4.294;0.2;1.937;0;3.7;0.1;3.316;0.1;3.386;0.1;2.88;0.1;3.665;0.3;3.892;0.4;2.81;0.2;3.194;0.3;2.478;0.2
4.294;0.2;1.937;0;3.7;0.1;3.316;0.1;3.386;0.1;2.897;0;3.665;0.4;3.892;0.4;2.81;0.2;3.211;0.2;2.478;0.2
4.311;0.2;1.955;0;3.718;0.1;3.334;0.1;3.386;0.1;2.897;0.1;3.665;0.4;3.892;0.4;2.81;0.1;3.229;0.3;2.478;0.2
4.311;0.1;1.955;0.1;3.718;0.1;3.334;0.1;3.403;0.1;2.897;0.1;3.665;0.3;3.91;0.5;2.81;0.1;3.229;0.3;2.478;0.2
4.311;0.2;1.955;0;3.718;0.1;3.334;0.1;3.403;0.1;2.897;0.1;3.665;0.3;3.91;0.4;2.81;0.2;3.246;0.2;2.478;0.2
4.328;0.1;1.972;0.1;3.735;0.1;3.334;0.1;3.403;0.1;2.915;0.1;3.665;0.4;3.91;0.5;2.81;0.2;3.246;0.3;2.478;0.2
4.328;0.2;1.972;0;3.735;0.1;3.334;0.2;3.403;0.1;2.915;0.1;3.683;0.4;3.91;0.4;2.81;0.2;3.264;0.3;2.478;0.2
4.346;0.2;1.972;0;3.752;0.2;3.334;0.1;3.421;0.2;2.915;0.1;3.683;0.3;3.927;0.5;2.81;0.1;3.264;0.3;2.496;0.2
4.346;0.2;1.972;0;3.752;0.1;3.334;0.1;3.421;0.1;2.932;0;3.683;0.3;3.927;0.5;2.81;0.2;3.281;0.3;2.496;0.2
4.363;0.2;1.99;0;3.77;0.1;3.351;0.1;3.421;0.2;2.932;0.1;3.683;0.4;3.927;0.5;2.81;0.2;3.299;0.3;2.496;0.2
4.363;0.2;1.99;0;3.77;0.1;3.351;0.1;3.438;0.2;2.932;0;3.683;0.3;3.927;0.5;2.81;0.2;3.316;0.3;2.496;0.2
4.381;0.2;1.99;0;3.77;0.1;3.351;0.1;3.438;0.1;2.95;0.1;3.683;0.3;3.944;0.5;2.827;0.1;3.316;0.3;2.496;0.2
4.381;0.2;1.99;0;3.787;0.1;3.351;0.1;3.438;0.1;2.95;0.1;3.683;0.4;3.944;0.5;2.827;0.2;3.334;0.3;2.496;0.2
4.398;0.2;2.007;0;3.787;0.1;3.351;0.1;3.456;0.2;2.95;0.1;3.683;0.4;3.944;0.4;2.827;0.2;3.334;0.4;2.513;0.2
4.398;0.2;2.007;0;3.787;0.1;3.368;0.1;3.456;0.2;2.95;0.1;3.683;0.4;3.944;0.5;2.827;0.1;3.351;0.3;2.513;0.2
4.416;0.2;2.007;0;3.805;0.1;3.368;0.1;3.456;0.2;2.967;0.1;3.683;0.3;3.944;0.5;2.827;0.2;3.368;0.3;2.513;0.2
4.416;0.3;2.007;0;3.805;0.1;3.368;0.1;3.456;0.1;2.967;0.1;3.683;0.4;3.962;0.4;2.827;0.1;3.368;0.3;2.513;0.2
4.433;0.2;2.007;0;3.822;0.2;3.368;0.1;3.456;0.1;2.967;0.1;3.683;0.4;3.962;0.5;2.827;0.1;3.386;0.3;2.513;0.2
4.433;0.2;2.025;0;3.822;0.2;3.368;0.1;3.456;0.2;2.985;0.1;3.7;0.3;3.962;0.5;2.827;0.2;3.386;0.3;2.513;0.2
4.451;0.2;2.025;0;3.84;0.1;3.386;0.1;3.473;0.2;2.985;0.1;3.7;0.4;3.962;0.4;2.845;0.2;3.386;0.4;2.513;0.2
4.451;0.2;2.025;0;3.84;0.1;3.386;0.1;3.473;0.2;2.985;0.1;3.7;0.4;3.962;0.5;2.845;0.2;3.403;0.3;2.531;0.2
4.468;0.2;2.042;0;3.84;0.1;3.386;0.1;3.473;0.1;2.985;0.1;3.7;0.4;3.979;0.5;2.845;0.1;3.403;0.3;2.531;0.2
4.468;0.2;2.042;0;3.857;0;3.386;0.1;3.473;0.1;3.002;0.1;3.7;0.3;3.979;0.5;2.845;0.2;3.421;0.3;2.531;0.2
4.485;0.3;2.042;0;3.857;0.1;3.386;0.1;3.473;0.1;3.002;0.1;3.7;0.3;3.979;0.5;2.845;0.2;3.421;0.3;2.531;0.2
4.485;0.3;2.042;0;3.875;0.1;3.403;0.2;3.473;0.2;3.002;0.1;3.7;0.4;3.979;0.5;2.845;0.2;3.438;0.4;2.531;0.2
4.503;0.2;2.042;0;3.875;0.1;3.403;0.1;3.473;0.2;3.019;0.1;3.7;0.4;3.979;0.5;2.862;0.2;3.456;0.3;2.531;0.2
4.503;0.2;2.059;0;3.892;0.2;3.403;0.1;3.491;0.1;3.019;0;3.7;0.4;3.979;0.5;2.862;0.1;3.456;0.4;2.548;0.2
4.503;0.3;2.059;0;3.892;0.1;3.403;0.1;3.491;0.1;3.037;0.1;3.7;0.4;3.997;0.5;2.862;0.2;3.473;0.4;2.548;0.2
4.52;0.2;2.059;0;3.892;0.1;3.403;0.1;3.491;0.2;3.037;0.1;3.7;0.4;3.997;0.5;2.862;0.2;3.473;0.3;2.548;0.2
4.52;0.2;2.077;0;3.91;0.1;3.403;0.1;3.491;0.1;3.037;0;3.7;0.4;3.997;0.5;2.862;0.2;3.491;0.4;2.548;0.2
4.538;0.3;2.077;0;3.91;0.1;3.421;0.1;3.491;0.1;3.054;0.1;3.7;0.3;3.997;0.5;2.88;0.2;3.508;0.4;2.566;0.2
4.538;0.2;2.077;0;3.91;0.2;3.421;0.1;3.491;0.1;3.054;0.1;3.718;0.4;3.997;0.4;2.88;0.2;3.508;0.3;2.566;0.2
4.538;0.3;2.094;0;3.927;0.2;3.421;0.2;3.508;0.2;3.054;0.1;3.718;0.4;4.014;0.5;2.88;0.2;3.526;0.4;2.566;0.2
4.555;0.2;2.094;0;3.927;0.1;3.421;0.1;3.508;0.1;3.054;0.1;3.718;0.4;4.014;0.5;2.88;0.2;3.526;0.4;2.566;0.2
4.555;0.3;2.094;0;3.927;0.2;3.421;0.1;3.508;0.2;3.072;0.1;3.718;0.4;4.014;0.5;2.897;0.2;3.543;0.4;2.566;0.2
4.573;0.2;2.112;0;3.944;0.1;3.421;0.1;3.508;0.1;3.072;0.1;3.718;0.4;4.014;0.5;2.897;0.2;3.543;0.4;2.583;0.2
4.573;0.3;2.112;0;3.944;0.1;3.438;0.1;3.508;0.1;3.072;0.1;3.718;0.4;4.014;0.5;2.897;0.2;3.56;0.4;2.583;0.2
4.59;0.3;2.129;0;3.944;0.1;3.438;0.1;3.508;0.2;3.089;0.1;3.718;0.3;4.014;0.5;2.897;0.1;3.56;0.4;2.583;0.2
4.59;0.3;2.129;0;3.962;0.1;3.438;0.1;3.526;0.1;3.089;0.1;3.718;0.4;4.014;0.5;2.915;0.2;3.56;0.4;2.583;0.2
4.608;0.3;2.147;0.1;3.962;0.2;3.438;0.1;3.526;0.1;3.089;0.1;3.718;0.4;4.014;0.5;2.915;0.2;3.578;0.4;2.601;0.2
4.608;0.2;2.147;0;3.962;0.2;3.438;0.1;3.526;0.2;3.107;0.1;3.735;0.3;4.032;0.5;2.915;0.2;3.578;0.4;2.601;0.2
4.625;0.3;2.147;0;3.979;0.2;3.438;0.2;3.526;0.2;3.107;0.1;3.735;0.4;4.032;0.5;2.915;0.1;3.595;0.4;2.601;0.2
4.625;0.3;2.164;0;3.979;0.2;3.456;0.2;3.543;0.1;3.107;0.1;3.735;0.4;4.032;0.5;2.932;0.2;3.595;0.4;2.601;0.2
4.643;0.3;2.164;0;3.979;0.2;3.456;0.1;3.543;0.2;3.107;0.1;3.735;0.4;4.032;0.5;2.932;0.2;3.613;0.4;2.601;0.2
4.643;0.3;2.182;0;3.979;0.1;3.456;0.1;3.543;0.2;3.124;0.1;3.735;0.3;4.049;0.5;2.932;0.2;3.613;0.4;2.618;0.2
4.66;0.3;2.182;0;3.979;0.1;3.456;0.1;3.543;0.2;3.124;0.2;3.735;0.4;4.049;0.5;2.932;0.2;3.63;0.4;2.618;0.2
4.677;0.3;2.182;0;3.997;0.1;3.456;0.1;3.56;0.1;3.124;0.1;3.735;0.4;4.049;0.5;2.95;0.2;3.63;0.4;2.618;0.1
4.677;0.4;2.199;0;3.997;0.1;3.456;0.1;3.56;0.1;3.124;0.2;3.735;0.4;4.049;0.5;2.95;0.2;3.648;0.4;2.618;0.2
4.677;0.4;2.199;0;3.997;0.2;3.473;0.1;3.56;0.2;3.142;0.1;3.735;0.3;4.067;0.5;2.95;0.2;3.665;0.5;2.618;0.2
4.695;0.4;2.199;0;3.997;0.2;3.473;0.1;3.56;0.2;3.142;0.1;3.752;0.4;4.067;0.5;2.95;0.2;3.665;0.5;2.618;0.1
4.695;0.2;2.199;0;4.014;0.2;3.473;0.2;3.56;0.2;3.142;0.1;3.752;0.4;4.067;0.5;2.95;0.2;3.665;0.4;2.635;0.2
4.712;0.4;2.217;0;4.014;0.2;3.473;0.1;3.578;0.2;3.142;0.2;3.752;0.4;4.067;0.6;2.967;0.2;3.683;0.5;2.635;0.2
4.712;0.3;2.217;0;4.014;0.1;3.473;0.1;3.578;0.2;3.142;0.1;3.752;0.4;4.067;0.5;2.967;0.2;3.683;0.4;2.635;0.2
4.73;0.4;2.217;0;4.014;0.2;3.473;0.1;3.578;0.2;3.159;0.1;3.752;0.4;4.084;0.5;2.967;0.2;3.683;0.4;2.635;0.2
4.73;0.4;2.217;0;4.014;0.2;3.491;0.1;3.595;0.1;3.159;0.1;3.752;0.4;4.084;0.6;2.967;0.1;3.7;0.4;2.635;0.2
4.747;0.4;2.217;0;4.032;0.1;3.491;0.1;3.595;0.2;3.159;0.1;3.752;0.3;4.084;0.6;2.985;0.2;3.7;0.4;2.635;0.2
4.747;0.4;2.217;0;4.032;0.1;3.491;0.1;3.595;0.2;3.159;0.1;3.752;0.4;4.084;0.6;2.985;0.2;3.7;0.4;2.653;0.3
4.765;0.4;2.234;0;4.032;0.1;3.491;0.2;3.595;0.1;3.159;0.1;3.752;0.4;4.102;0.5;2.985;0.2;3.7;0.4;2.653;0.2
4.765;0.4;2.234;0;4.032;0.2;3.491;0.1;3.613;0.2;3.176;0.1;3.752;0.4;4.102;0.6;2.985;0.2;3.718;0.4;2.653;0.3
4.782;0.4;2.234;0;4.032;0.2;3.491;0.1;3.613;0.2;3.176;0.1;3.77;0.4;4.102;0.6;3.002;0.2;3.718;0.4;2.653;0.2
4.782;0.4;2.234;0;4.032;0.2;3.491;0.1;3.613;0.1;3.176;0.1;3.77;0.4;4.102;0.6;3.002;0.2;3.718;0.5;2.653;0.2
4.8;0.4;2.234;0;4.032;0.2;3.508;0.2;3.613;0.2;3.176;0.1;3.77;0.4;4.102;0.5;3.002;0.2;3.718;0.5;2.653;0.2
4.8;0.4;2.234;0;4.049;0.2;3.508;0.2;3.63;0.2;3.176;0.1;3.77;0.4;4.119;0.6;3.002;0.2;3.718;0.5;2.67;0.2
4.817;0.4;2.234;0;4.049;0.2;3.508;0.1;3.63;0.2;3.194;0.1;3.77;0.4;4.119;0.6;3.019;0.2;3.735;0.4;2.67;0.3
4.817;0.4;2.234;0;4.049;0.2;3.508;0.1;3.63;0.1;3.194;0.1;3.77;0.4;4.119;0.6;3.019;0.1;3.735;0.5;2.67;0.2
4.817;0.4;2.251;0;4.049;0.2;3.508;0.2;3.648;0.2;3.194;0.1;3.77;0.4;4.119;0.5;3.019;0.2;3.735;0.5;2.67;0.2
4.835;0.4;2.251;0;4.049;0.2;3.508;0.1;3.648;0.2;3.194;0.1;3.77;0.4;4.136;0.6;3.019;0.2;3.735;0.4;2.67;0.2
4.835;0.5;2.251;0;4.049;0.2;3.526;0.2;3.648;0.2;3.211;0.1;3.77;0.4;4.136;0.6;3.037;0.2;3.752;0.5;2.67;0.2
4.852;0.5;2.251;0;4.067;0.1;3.526;0.1;3.665;0.1;3.211;0.2;3.77;0.4;4.136;0.6;3.037;0.2;3.752;0.5;2.67;0.2
4.852;0.5;2.269;0;4.067;0.1;3.526;0.2;3.665;0.2;3.211;0.1;3.77;0.4;4.136;0.6;3.037;0.1;3.752;0.5;2.67;0.2
4.869;0.5;2.269;0;4.067;0.2;3.526;0.2;3.665;0.2;3.211;0.1;3.787;0.4;4.154;0.6;3.037;0.2;3.752;0.5;2.67;0.2
4.869;0.5;2.269;0;4.067;0.2;3.543;0.2;3.683;0.1;3.211;0.2;3.787;0.4;4.154;0.6;3.054;0.2;3.752;0.5;2.688;0.2
4.869;0.5;2.286;0;4.084;0.2;3.543;0.1;3.683;0.1;3.229;0.1;3.787;0.4;4.154;0.6;3.054;0.2;3.77;0.5;2.688;0.2
4.887;0.4;2.286;0;4.084;0.2;3.543;0.2;3.683;0.2;3.229;0.1;3.787;0.4;4.171;0.6;3.054;0.2;3.77;0.4;2.688;0.2
4.887;0.5;2.286;0;4.084;0.2;3.543;0.1;3.7;0.2;3.229;0.1;3.787;0.4;4.171;0.6;3.072;0.2;3.77;0.5;2.688;0.3
4.887;0.5;2.304;0;4.102;0.2;3.543;0.1;3.7;0.2;3.229;0.1;3.787;0.4;4.171;0.5;3.072;0.2;3.77;0.5;2.688;0.2
4.887;0.5;2.304;0;4.102;0.2;3.56;0.2;3.7;0.1;3.246;0.1;3.787;0.4;4.171;0.6;3.072;0.2;3.77;0.4;2.705;0.3
4.904;0.6;2.321;0;4.102;0.2;3.56;0.2;3.7;0.2;3.246;0.1;3.787;0.4;4.189;0.6;3.089;0.1;3.787;0.5;2.705;0.2
4.904;0.5;2.321;0;4.102;0.2;3.56;0.2;3.7;0.2;3.246;0.2;3.787;0.4;4.189;0.6;3.089;0.2;3.787;0.5;2.705;0.3
4.904;0.5;2.339;0;4.119;0.2;3.56;0.1;3.718;0.2;3.264;0.2;3.787;0.4;4.189;0.6;3.089;0.2;3.787;0.5;2.705;0.2
4.904;0.5;2.339;0;4.119;0.2;3.578;0.2;3.718;0.2;3.264;0.1;3.787;0.4;4.206;0.6;3.089;0.2;3.787;0.5;2.705;0.2
4.922;0.5;2.356;0;4.119;0.2;3.578;0.2;3.718;0.2;3.264;0.1;3.805;0.4;4.206;0.7;3.107;0.2;3.805;0.5;2.723;0.2
4.922;0.5;2.356;0;4.136;0.1;3.578;0.1;3.718;0.2;3.264;0.2;3.805;0.4;4.224;0.6;3.107;0.2;3.805;0.5;2.723;0.3
4.922;0.5;2.374;0;4.136;0.2;3.578;0.1;3.718;0.2;3.281;0.2;3.805;0.4;4.224;0.6;3.107;0.2;3.805;0.5;2.723;0.2
4.922;0.5;2.374;0;4.136;0.2;3.578;0.1;3.718;0.2;3.281;0.1;3.805;0.4;4.224;0.7;3.107;0.2;3.822;0.5;2.723;0.2
4.922;0.5;2.391;0.1;4.154;0.2;3.595;0.2;3.718;0.2;3.281;0.1;3.805;0.4;4.241;0.7;3.107;0.2;3.822;0.5;2.74;0.2
4.939;0.5;2.391;0;4.154;0.2;3.595;0.2;3.718;0.1;3.281;0.1;3.805;0.4;4.241;0.6;3.124;0.2;3.822;0.5;2.74;0.2
4.939;0.5;2.391;0;4.154;0.2;3.595;0.2;3.735;0.2;3.299;0.1;3.805;0.4;4.241;0.6;3.124;0.2;3.84;0.5;2.74;0.2
4.939;0.5;2.391;0;4.171;0.2;3.595;0.2;3.735;0.2;3.299;0.1;3.805;0.4;4.259;0.7;3.124;0.2;3.84;0.5;2.74;0.2
4.939;0.5;2.409;0;4.171;0.1;3.613;0.2;3.735;0.2;3.299;0.1;3.822;0.4;4.259;0.6;3.142;0.2;3.84;0.5;2.74;0.2
4.957;0.6;2.409;0;4.171;0.2;3.613;0.1;3.735;0.2;3.299;0.1;3.822;0.4;4.259;0.7;3.142;0.2;3.857;0.5;2.758;0.2
4.957;0.5;2.409;0;4.171;0.2;3.613;0.2;3.735;0.2;3.299;0.2;3.822;0.4;4.276;0.7;3.142;0.2;3.857;0.5;2.758;0.2
4.957;0.5;2.426;0;4.189;0.2;3.63;0.1;3.735;0.1;3.299;0.2;3.822;0.4;4.276;0.6;3.159;0.2;3.875;0.5;2.758;0.2
4.957;0.6;2.426;0;4.189;0.2;3.63;0.2;3.752;0.2;3.316;0.1;3.822;0.4;4.276;0.7;3.159;0.2;3.875;0.5;2.758;0.2
4.957;0.5;2.426;0;4.189;0.2;3.63;0.2;3.752;0.2;3.316;0.2;3.822;0.4;4.276;0.7;3.159;0.2;3.892;0.5;2.758;0.3
4.957;0.6;2.443;0;4.206;0.2;3.63;0.1;3.752;0.2;3.316;0.1;3.822;0.4;4.294;0.7;3.176;0.2;3.892;0.5;2.775;0.3
4.974;0.5;2.443;0;4.206;0.2;3.648;0.2;3.752;0.2;3.316;0.2;3.822;0.4;4.294;0.7;3.176;0.2;3.892;0.5;2.775;0.2
4.974;0.6;2.443;0;4.224;0.2;3.648;0.2;3.752;0.2;3.316;0.1;3.822;0.4;4.294;0.7;3.176;0.2;3.91;0.5;2.775;0.2
4.974;0.6;2.461;0;4.224;0.2;3.648;0.1;3.752;0.2;3.334;0.2;3.84;0.4;4.294;0.7;3.176;0.2;3.91;0.6;2.775;0.3
4.974;0.6;2.461;0;4.224;0.2;3.648;0.2;3.77;0.2;3.334;0.1;3.84;0.4;4.294;0.7;3.194;0.2;3.91;0.5;2.775;0.3
4.974;0.6;2.478;0;4.224;0.2;3.648;0.2;3.77;0.2;3.334;0.2;3.84;0.4;4.311;0.7;3.194;0.2;3.927;0.6;2.793;0.2
4.974;0.6;2.478;0;4.241;0.2;3.648;0.2;3.77;0.2;3.334;0.2;3.84;0.4;4.311;0.7;3.194;0.2;3.927;0.5;2.793;0.2
4.992;0.6;2.478;0;4.241;0.2;3.665;0.2;3.77;0.2;3.334;0.2;3.84;0.4;4.311;0.8;3.194;0.2;3.944;0.6;2.793;0.2
4.992;0.5;2.496;0;4.241;0.2;3.665;0.1;3.77;0.2;3.334;0.2;3.84;0.4;4.311;0.7;3.194;0.2;3.944;0.5;2.793;0.2
4.992;0.6;2.496;0;4.241;0.2;3.665;0.2;3.77;0.2;3.334;0.1;3.84;0.4;4.328;0.7;3.194;0.2;3.944;0.5;2.793;0.2
4.992;0.6;2.513;0;4.259;0.2;3.665;0.2;3.787;0.2;3.334;0.2;3.84;0.4;4.328;0.7;3.211;0.2;3.944;0.6;2.793;0.2
4.992;0.6;2.513;0;4.259;0.2;3.665;0.2;3.787;0.2;3.334;0.1;3.857;0.4;4.328;0.7;3.211;0.3;3.962;0.6;2.81;0.2
4.992;0.6;2.531;0;4.259;0.3;3.665;0.1;3.787;0.2;3.334;0.2;3.857;0.4;4.328;0.8;3.211;0.2;3.962;0.6;2.81;0.2
4.992;0.6;2.531;0.1;4.259;0.2;3.665;0.2;3.787;0.2;3.351;0.2;3.857;0.5;4.328;0.7;3.211;0.3;3.962;0.6;2.81;0.2
5.009;0.6;2.531;0;4.276;0.2;3.683;0.2;3.787;0.2;3.351;0.2;3.857;0.5;4.346;0.7;3.211;0.3;3.979;0.6;2.81;0.2
5.009;0.6;2.548;0;4.276;0.2;3.683;0.2;3.787;0.2;3.351;0.2;3.857;0.4;4.346;0.7;3.211;0.2;3.979;0.5;2.81;0.2
5.009;0.6;2.548;0;4.276;0.2;3.683;0.1;3.805;0.2;3.351;0.1;3.857;0.4;4.346;0.8;3.211;0.2;3.979;0.6;2.827;0.2
5.009;0.6;2.548;0;4.276;0.3;3.683;0.2;3.805;0.2;3.351;0.2;3.875;0.5;4.346;0.7;3.229;0.2;3.997;0.6;2.827;0.2
5.009;0.6;2.566;0;4.294;0.3;3.683;0.2;3.805;0.2;3.351;0.1;3.875;0.4;4.346;0.8;3.229;0.3;3.997;0.6;2.827;0.2
5.027;0.6;2.566;0;4.294;0.2;3.683;0.2;3.805;0.2;3.351;0.2;3.875;0.5;4.363;0.8;3.229;0.3;4.014;0.6;2.827;0.3
5.027;0.6;2.566;0;4.294;0.3;3.683;0.2;3.805;0.2;3.351;0.1;3.875;0.5;4.363;0.7;3.229;0.2;4.014;0.7;2.827;0.2
5.027;0.6;2.566;0;4.294;0.2;3.683;0.2;3.805;0.2;3.351;0.2;3.892;0.5;4.363;0.8;3.229;0.2;4.032;0.6;2.827;0.2
5.027;0.6;2.583;0;4.311;0.2;3.7;0.2;3.822;0.2;3.351;0.2;3.892;0.5;4.363;0.7;3.229;0.3;4.049;0.6;2.827;0.2
5.044;0.6;2.583;0;4.311;0.2;3.7;0.2;3.822;0.2;3.368;0.2;3.91;0.5;4.363;0.8;3.229;0.2;4.049;0.6;2.845;0.2
5.044;0.6;2.583;0;4.311;0.2;3.7;0.2;3.822;0.1;3.368;0.2;3.91;0.5;4.363;0.8;3.229;0.2;4.067;0.7;2.845;0.3
